ticker,color,call_bid,call_ask,call_mid,call_volume,call_openInterest,call_strike,call_expiration,call_underlyingPrice,call_last,call_credits_used,call_credits_remaining,call_error,call_premium_per_contract,call_spread_dollars,call_spread_pct,call_pass_premium,call_pass_spread,call_pass_liquidity,call_overall_pass,call_fail_reasons,put_bid,put_ask,put_mid,put_volume,put_openInterest,put_strike,put_expiration,put_underlyingPrice,put_last,put_credits_used,put_credits_remaining,put_error,put_premium_per_contract,put_spread_dollars,put_spread_pct,put_pass_premium,put_pass_spread,put_pass_liquidity,put_overall_pass,put_fail_reasons
SOFI,GREEN,0.6,0.61,0.605,5249,28216,18,2026-07-17,18.14,0.61,,,,60.5,0.010000000000000009,0.016528925619834725,True,True,True,True,[],0.44,0.46,0.45,11598,15976,18,2026-07-17,18.14,0.45,,,,45.0,0.020000000000000018,0.04444444444444448,True,True,True,True,[]
IBIT,GREEN,0.67,0.7,0.685,4197,22891,35,2026-07-17,35.21,0.71,,,,68.5,0.029999999999999916,0.043795620437956075,True,True,True,True,[],0.46,0.48,0.47,8164,21703,35,2026-07-17,35.21,0.47,,,,47.0,0.019999999999999962,0.042553191489361625,True,True,True,True,[]
RIVN,GREEN,0.45,0.47,0.46,3122,3437,17.5,2026-07-17,17.32,0.45,,,,46.0,0.019999999999999962,0.04347826086956513,True,True,True,True,[],0.61,0.65,0.63,1898,2130,17.5,2026-07-17,17.32,0.66,,,,63.0,0.040000000000000036,0.06349206349206354,True,True,True,True,[]
F,GREEN,0.17,0.18,0.175,6294,15508,14,2026-07-17,13.865,0.17,,,,17.5,0.009999999999999981,0.05714285714285704,True,True,True,True,[],0.28,0.3,0.29,5164,17580,14,2026-07-17,13.865,0.28,,,,28.999999999999996,0.019999999999999962,0.06896551724137918,True,True,True,True,[]
MARA,YELLOW,0.57,0.6,0.585,1558,2132,12,2026-07-17,12.18,0.57,,,,58.5,0.030000000000000027,0.05128205128205133,True,True,True,True,[],0.39,0.42,0.405,3045,19892,12,2026-07-17,12.18,0.42,,,,40.5,0.02999999999999997,0.074074074074074,True,False,True,False,['spread_pct 7.4% > 7%']
XLF,YELLOW,0.56,0.6,0.58,4852,15152,56,2026-07-17,56.055,0.56,,,,57.99999999999999,0.039999999999999925,0.06896551724137918,True,True,True,True,[],0.46,0.53,0.495,680,3650,56,2026-07-17,56.055,0.49,,,,49.5,0.07,0.14141414141414144,True,False,True,False,"['spread $0.070 > $0.05', 'spread_pct 14.1% > 7%']"
AAL,YELLOW,0.28,0.33,0.305,672,1040,16.5,2026-07-17,16.31,0.28,,,,30.5,0.04999999999999999,0.16393442622950816,True,False,True,False,['spread_pct 16.4% > 7%'],0.47,0.5,0.485,1199,4146,16.5,2026-07-17,16.31,0.48,,,,48.5,0.030000000000000027,0.06185567010309284,True,True,True,True,[]
XLE,YELLOW,0.69,0.73,0.71,11532,25531,57,2026-07-17,56.8,0.72,,,,71.0,0.040000000000000036,0.056338028169014134,True,True,True,True,[],0.67,1.1,0.885,5573,39985,57,2026-07-17,56.8,0.86,,,,88.5,0.43000000000000005,0.48587570621468934,False,False,True,False,"['premium too high ($88.50)', 'spread $0.430 > $0.05', 'spread_pct 48.6% > 7%']"
BAC,RED,0.79,0.82,0.805,8689,47023,60,2026-07-17,59.54,0.82,,,,80.5,0.029999999999999916,0.037267080745341505,False,True,True,False,['premium too high ($80.50)'],1.24,1.29,1.265,1524,2107,60,2026-07-17,59.54,1.32,,,,126.49999999999999,0.050000000000000044,0.03952569169960478,False,False,True,False,"['premium too high ($126.50)', 'spread $0.050 > $0.05']"
TQQQ,RED,2.2,2.29,2.245,5428,2972,73,2026-07-17,72.6,2.25,,,,224.5,0.08999999999999986,0.04008908685968813,False,False,True,False,"['premium too high ($224.50)', 'spread $0.090 > $0.05']",2.48,2.58,2.53,3199,3316,73,2026-07-17,72.6,2.52,,,,252.99999999999997,0.10000000000000009,0.03952569169960478,False,False,True,False,"['premium too high ($253.00)', 'spread $0.100 > $0.05']"
SQQQ,RED,1.25,1.28,1.265,7497,25314,40,2026-07-17,39.99,1.32,,,,126.49999999999999,0.030000000000000027,0.02371541501976287,False,True,True,False,['premium too high ($126.50)'],1.31,1.44,1.375,1210,1379,40,2026-07-17,39.99,1.4,,,,137.5,0.1299999999999999,0.09454545454545447,False,False,True,False,"['premium too high ($137.50)', 'spread $0.130 > $0.05', 'spread_pct 9.5% > 7%']"
GDX,RED,1.72,1.89,1.805,983,90,73,2026-07-17,73.375,1.77,,,,180.5,0.16999999999999993,0.0941828254847645,False,False,True,False,"['premium too high ($180.50)', 'spread $0.170 > $0.05', 'spread_pct 9.4% > 7%']",1.36,1.48,1.42,4953,4593,73,2026-07-17,73.375,1.41,,,,142.0,0.11999999999999988,0.08450704225352106,False,False,True,False,"['premium too high ($142.00)', 'spread $0.120 > $0.05', 'spread_pct 8.5% > 7%']"
OXY,RED,0.9,0.97,0.935,5701,15156,55,2026-07-17,54.81,0.94,,,,93.5,0.06999999999999995,0.07486631016042775,False,False,True,False,"['premium too high ($93.50)', 'spread $0.070 > $0.05', 'spread_pct 7.5% > 7%']",1.04,1.16,1.1,705,1575,55,2026-07-17,54.81,1.1,,,,110.00000000000001,0.11999999999999988,0.10909090909090897,False,False,True,False,"['premium too high ($110.00)', 'spread $0.120 > $0.05', 'spread_pct 10.9% > 7%']"
RIOT,RED,0.9,0.96,0.93,2469,456,20,2026-07-17,20.16,0.91,,,,93.0,0.05999999999999994,0.064516129032258,False,False,True,False,"['premium too high ($93.00)', 'spread $0.060 > $0.05']",0.7,0.82,0.76,650,6042,20,2026-07-17,20.16,0.77,,,,76.0,0.12,0.15789473684210525,False,False,True,False,"['premium too high ($76.00)', 'spread $0.120 > $0.05', 'spread_pct 15.8% > 7%']"
DAL,RED,1.74,1.9,1.82,154,171,86,2026-07-17,86.23,1.88,,,,182.0,0.15999999999999992,0.08791208791208786,False,False,False,False,"['premium too high ($182.00)', 'spread $0.160 > $0.05', 'spread_pct 8.8% > 7%', 'low liquidity (OI=171, Vol=154)']",1.39,1.64,1.515,265,493,86,2026-07-17,86.23,1.39,,,,151.5,0.25,0.16501650165016502,False,False,False,False,"['premium too high ($151.50)', 'spread $0.250 > $0.05', 'spread_pct 16.5% > 7%', 'low liquidity (OI=493, Vol=265)']"
AGNC,RED,0.09,0.1,0.095,450,9228,11,2026-07-17,10.98,0.1,,,,9.5,0.010000000000000009,0.10526315789473693,True,False,True,False,['spread_pct 10.5% > 7%'],0.1,0.12,0.11,1204,4336,11,2026-07-17,10.98,0.1,,,,11.0,0.01999999999999999,0.18181818181818174,True,False,True,False,['spread_pct 18.2% > 7%']
CCL,RED,0.58,0.64,0.61,158,445,26.5,2026-07-17,26.59,0.61,,,,61.0,0.06000000000000005,0.09836065573770501,True,False,False,False,"['spread $0.060 > $0.05', 'spread_pct 9.8% > 7%', 'low liquidity (OI=445, Vol=158)']",0.47,0.57,0.52,565,970,26.5,2026-07-17,26.59,0.5,,,,52.0,0.09999999999999998,0.19230769230769226,True,False,True,False,"['spread $0.100 > $0.05', 'spread_pct 19.2% > 7%']"
BMY,RED,0.92,1.04,0.98,464,916,59,2026-07-17,59.365,0.95,,,,98.0,0.12,0.12244897959183673,False,False,False,False,"['premium too high ($98.00)', 'spread $0.120 > $0.05', 'spread_pct 12.2% > 7%', 'low liquidity (OI=916, Vol=464)']",0.55,0.66,0.605,63,24,59,2026-07-17,59.365,0.57,,,,60.5,0.10999999999999999,0.1818181818181818,True,False,False,False,"['spread $0.110 > $0.05', 'spread_pct 18.2% > 7%', 'low liquidity (OI=24, Vol=63)']"
M,RED,0.35,0.43,0.39,179,1282,23,2026-07-17,22.785,0.39,,,,39.0,0.08000000000000002,0.20512820512820515,True,False,True,False,"['spread $0.080 > $0.05', 'spread_pct 20.5% > 7%']",0.58,0.65,0.615,54,1075,23,2026-07-17,22.785,0.61,,,,61.5,0.07000000000000006,0.11382113821138222,True,False,True,False,"['spread $0.070 > $0.05', 'spread_pct 11.4% > 7%']"
NCLH,RED,0.51,0.62,0.565,45,527,19.5,2026-07-17,19.66,0.56,,,,56.49999999999999,0.10999999999999999,0.19469026548672566,True,False,False,False,"['spread $0.110 > $0.05', 'spread_pct 19.5% > 7%', 'low liquidity (OI=527, Vol=45)']",0.36,0.41,0.385,270,4378,19.5,2026-07-17,19.66,0.38,,,,38.5,0.04999999999999999,0.12987012987012983,True,False,True,False,['spread_pct 13.0% > 7%']
BTU,RED,0.65,0.77,0.71,51,472,23.5,2026-07-17,23.615,0.56,,,,71.0,0.12,0.16901408450704225,True,False,False,False,"['spread $0.120 > $0.05', 'spread_pct 16.9% > 7%', 'low liquidity (OI=472, Vol=51)']",0.52,0.61,0.565,46,54,23.5,2026-07-17,23.615,0.58,,,,56.49999999999999,0.08999999999999997,0.15929203539823006,True,False,False,False,"['spread $0.090 > $0.05', 'spread_pct 15.9% > 7%', 'low liquidity (OI=54, Vol=46)']"
AA,RED,1.69,1.93,1.81,223,308,49,2026-07-17,48.71,1.51,,,,181.0,0.24,0.13259668508287292,False,False,False,False,"['premium too high ($181.00)', 'spread $0.240 > $0.05', 'spread_pct 13.3% > 7%', 'low liquidity (OI=308, Vol=223)']",1.89,2.33,2.11,87,353,49,2026-07-17,48.71,2.13,,,,211.0,0.44000000000000017,0.2085308056872039,False,False,False,False,"['premium too high ($211.00)', 'spread $0.440 > $0.05', 'spread_pct 20.9% > 7%', 'low liquidity (OI=353, Vol=87)']"
CLF,RED,0.43,0.49,0.46,1505,2332,9.5,2026-07-17,9.715,0.45,,,,46.0,0.06,0.13043478260869565,True,False,True,False,"['spread $0.060 > $0.05', 'spread_pct 13.0% > 7%']",0.2,0.25,0.225,379,1327,9.5,2026-07-17,9.715,0.24,,,,22.5,0.04999999999999999,0.22222222222222215,True,False,True,False,['spread_pct 22.2% > 7%']
HL,RED,0.34,0.41,0.375,2206,511,15.5,2026-07-17,15.26,0.35,,,,37.5,0.06999999999999995,0.18666666666666654,True,False,True,False,"['spread $0.070 > $0.05', 'spread_pct 18.7% > 7%']",0.55,0.65,0.6,34,325,15.5,2026-07-17,15.26,0.8,,,,60.0,0.09999999999999998,0.16666666666666663,True,False,False,False,"['spread $0.100 > $0.05', 'spread_pct 16.7% > 7%', 'low liquidity (OI=325, Vol=34)']"
KHC,RED,0.44,0.49,0.465,810,30393,25,2026-07-17,25.225,0.42,,,,46.5,0.04999999999999999,0.10752688172043008,True,False,True,False,['spread_pct 10.8% > 7%'],0.21,0.27,0.24,193,1355,25,2026-07-17,25.225,0.22,,,,24.0,0.060000000000000026,0.2500000000000001,True,False,True,False,"['spread $0.060 > $0.05', 'spread_pct 25.0% > 7%']"
UVXY,RED,0.81,0.95,0.88,2438,2422,24,2026-07-17,24.25,0.95,,,,88.0,0.1399999999999999,0.15909090909090898,False,False,True,False,"['premium too high ($88.00)', 'spread $0.140 > $0.05', 'spread_pct 15.9% > 7%']",0.57,0.7,0.635,2662,2318,24,2026-07-17,24.25,0.61,,,,63.5,0.13,0.2047244094488189,True,False,True,False,"['spread $0.130 > $0.05', 'spread_pct 20.5% > 7%']"
EEM,RED,1.15,1.44,1.295,2,629,64.5,2026-07-17,64.49,1.19,,,,129.5,0.29000000000000004,0.223938223938224,False,False,False,False,"['premium too high ($129.50)', 'spread $0.290 > $0.05', 'spread_pct 22.4% > 7%', 'low liquidity (OI=629, Vol=2)']",1.09,1.26,1.175,610,694,64.5,2026-07-17,64.49,1.21,,,,117.5,0.16999999999999993,0.14468085106382972,False,False,True,False,"['premium too high ($117.50)', 'spread $0.170 > $0.05', 'spread_pct 14.5% > 7%']"
VZ,RED,0.61,0.67,0.64,600,2376,42.5,2026-07-17,42.705,0.65,,,,64.0,0.06000000000000005,0.09375000000000008,True,False,True,False,"['spread $0.060 > $0.05', 'spread_pct 9.4% > 7%']",0.37,0.49,0.43,7491,8005,42.5,2026-07-17,42.705,0.45,,,,43.0,0.12,0.27906976744186046,True,False,True,False,"['spread $0.120 > $0.05', 'spread_pct 27.9% > 7%']"
WBD,RED,0.37,0.49,0.43,1782,14850,27,2026-07-17,27.07,0.43,,,,43.0,0.12,0.27906976744186046,True,False,True,False,"['spread $0.120 > $0.05', 'spread_pct 27.9% > 7%']",0.27,0.3,0.285,8640,22655,27,2026-07-17,27.07,0.3,,,,28.499999999999996,0.02999999999999997,0.10526315789473675,True,False,True,False,['spread_pct 10.5% > 7%']
LYFT,RED,0.43,0.48,0.455,111,740,15.5,2026-07-17,15.675,0.41,,,,45.5,0.04999999999999999,0.10989010989010986,True,False,False,False,"['spread_pct 11.0% > 7%', 'low liquidity (OI=740, Vol=111)']",0.25,0.33,0.29,159,225,15.5,2026-07-17,15.675,0.31,,,,28.999999999999996,0.08000000000000002,0.2758620689655173,True,False,False,False,"['spread $0.080 > $0.05', 'spread_pct 27.6% > 7%', 'low liquidity (OI=225, Vol=159)']"
VALE,RED,0.29,0.35,0.32,7,1004,14,2026-07-17,14.17,0.28,,,,32.0,0.06,0.1875,True,False,True,False,"['spread $0.060 > $0.05', 'spread_pct 18.8% > 7%']",0.13,0.16,0.145,147,4270,14,2026-07-17,14.17,0.16,,,,14.499999999999998,0.03,0.20689655172413793,True,False,True,False,['spread_pct 20.7% > 7%']
