ticker,color,call_bid,call_ask,call_mid,call_volume,call_openInterest,call_strike,call_expiration,call_underlyingPrice,call_last,call_credits_used,call_credits_remaining,call_error,call_premium_per_contract,call_spread_dollars,call_spread_pct,call_pass_premium,call_pass_spread,call_pass_liquidity,call_overall_pass,call_fail_reasons,put_bid,put_ask,put_mid,put_volume,put_openInterest,put_strike,put_expiration,put_underlyingPrice,put_last,put_credits_used,put_credits_remaining,put_error,put_premium_per_contract,put_spread_dollars,put_spread_pct,put_pass_premium,put_pass_spread,put_pass_liquidity,put_overall_pass,put_fail_reasons
SOFI,GREEN,0.48,0.5,0.49,27757,20719,17.5,2026-06-18,17.71,0.48,,,,49.0,0.020000000000000018,0.04081632653061228,True,True,True,True,[],0.27,0.28,0.275,20685,3091,17.5,2026-06-18,17.71,0.28,,,,27.500000000000004,0.010000000000000009,0.03636363636363639,True,True,True,True,[]
MARA,GREEN,0.37,0.39,0.38,2296,33385,14.5,2026-06-18,14.41,0.38,,,,38.0,0.020000000000000018,0.05263157894736847,True,True,True,True,[],0.45,0.47,0.46,8421,3428,14.5,2026-06-18,14.41,0.44,,,,46.0,0.019999999999999962,0.04347826086956513,True,True,True,True,[]
F,GREEN,0.17,0.18,0.175,1887,10140,14.5,2026-06-18,14.44,0.17,,,,17.5,0.009999999999999981,0.05714285714285704,True,True,True,True,[],0.23,0.24,0.235,11654,4933,14.5,2026-06-18,14.44,0.24,,,,23.5,0.009999999999999981,0.042553191489361625,True,True,True,True,[]
IBIT,GREEN,0.54,0.57,0.555,1337,19261,37,2026-06-18,37.22,0.54,,,,55.50000000000001,0.029999999999999916,0.0540540540540539,True,True,True,True,[],0.32,0.34,0.33,7856,17583,37,2026-06-18,37.22,0.36,,,,33.0,0.020000000000000018,0.060606060606060656,True,True,True,True,[]
BAC,YELLOW,0.38,0.4,0.39,17384,16949,57,2026-06-18,56.85,0.38,,,,39.0,0.020000000000000018,0.05128205128205133,True,True,True,True,[],0.49,0.53,0.51,1947,357,57,2026-06-18,56.85,0.53,,,,51.0,0.040000000000000036,0.07843137254901968,True,False,True,False,['spread_pct 7.8% > 7%']
ETHA,YELLOW,0.23,0.24,0.235,1685,17498,13.5,2026-06-18,13.535,0.23,,,,23.5,0.009999999999999981,0.042553191489361625,True,True,True,True,[],0.18,0.2,0.19,15402,18210,13.5,2026-06-18,13.535,0.2,,,,19.0,0.020000000000000018,0.10526315789473693,True,False,True,False,['spread_pct 10.5% > 7%']
KMI,YELLOW,0.21,0.22,0.215,67,1058,31.5,2026-06-18,31.435,0.18,,,,21.5,0.010000000000000009,0.046511627906976785,True,True,True,True,[],0.25,0.28,0.265,106,1431,31.5,2026-06-18,31.435,0.33,,,,26.5,0.030000000000000027,0.11320754716981142,True,False,True,False,['spread_pct 11.3% > 7%']
XLF,YELLOW,0.29,0.31,0.3,8214,727,54.5,2026-06-18,54.35,0.29,,,,30.0,0.020000000000000018,0.06666666666666674,True,True,True,True,[],0.32,0.41,0.365,332,70,54.5,2026-06-18,54.35,0.4,,,,36.5,0.08999999999999997,0.24657534246575336,True,False,False,False,"['spread $0.090 > $0.05', 'spread_pct 24.7% > 7%', 'low liquidity (OI=70, Vol=332)']"
TQQQ,RED,2.15,2.28,2.215,1959,9956,80,2026-06-18,79.94,2.19,,,,221.5,0.1299999999999999,0.05869074492099318,False,False,True,False,"['premium too high ($221.50)', 'spread $0.130 > $0.05']",2.15,2.25,2.2,5762,4490,80,2026-06-18,79.94,2.15,,,,220.00000000000003,0.10000000000000009,0.04545454545454549,False,False,True,False,"['premium too high ($220.00)', 'spread $0.100 > $0.05']"
TLT,RED,0.38,0.41,0.395,17115,124716,86,2026-06-18,86.17,0.44,,,,39.5,0.02999999999999997,0.07594936708860751,True,False,True,False,['spread_pct 7.6% > 7%'],0.2,0.22,0.21,13352,32335,86,2026-06-18,86.17,0.21,,,,21.0,0.01999999999999999,0.09523809523809519,True,False,True,False,['spread_pct 9.5% > 7%']
