ticker,color,call_bid,call_ask,call_mid,call_volume,call_openInterest,call_strike,call_expiration,call_underlyingPrice,call_last,call_credits_used,call_credits_remaining,call_error,call_premium_per_contract,call_spread_dollars,call_spread_pct,call_pass_premium,call_pass_spread,call_pass_liquidity,call_overall_pass,call_fail_reasons,put_bid,put_ask,put_mid,put_volume,put_openInterest,put_strike,put_expiration,put_underlyingPrice,put_last,put_credits_used,put_credits_remaining,put_error,put_premium_per_contract,put_spread_dollars,put_spread_pct,put_pass_premium,put_pass_spread,put_pass_liquidity,put_overall_pass,put_fail_reasons
IBIT,GREEN,0.5,0.53,0.515,34972,6185,41,2026-08-21,41.2,0.5,,,,51.5,0.030000000000000027,0.05825242718446607,True,True,True,True,[],0.3,0.31,0.305,19511,44,41,2026-08-21,41.2,0.32,,,,30.5,0.010000000000000009,0.03278688524590167,True,True,True,True,[]
SOFI,GREEN,0.16,0.17,0.165,28516,39057,18,2026-08-21,17.905,0.16,,,,16.5,0.010000000000000009,0.060606060606060656,True,True,True,True,[],0.24,0.25,0.245,13841,20202,18,2026-08-21,17.905,0.26,,,,24.5,0.010000000000000009,0.04081632653061228,True,True,True,True,[]
MARA,YELLOW,0.31,0.32,0.315,55021,10751,11,2026-08-21,11.14,0.32,,,,31.5,0.010000000000000009,0.03174603174603177,True,True,True,True,[],0.18,0.2,0.19,6801,4999,11,2026-08-21,11.14,0.19,,,,19.0,0.020000000000000018,0.10526315789473693,True,False,True,False,['spread_pct 10.5% > 7%']
XLF,YELLOW,0.14,0.15,0.145,907,20327,57,2026-08-21,56.945,0.15,,,,14.499999999999998,0.009999999999999981,0.06896551724137918,True,True,True,True,[],0.22,0.24,0.23,13501,27203,57,2026-08-21,56.945,0.24,,,,23.0,0.01999999999999999,0.08695652173913039,True,False,True,False,['spread_pct 8.7% > 7%']
RIOT,YELLOW,0.44,0.45,0.445,10794,14531,21,2026-08-21,21,0.45,,,,44.5,0.010000000000000009,0.02247191011235957,True,True,True,True,[],0.43,0.52,0.475,407,4342,21,2026-08-21,21,0.43,,,,47.5,0.09000000000000002,0.18947368421052638,True,False,True,False,"['spread $0.090 > $0.05', 'spread_pct 18.9% > 7%']"
SLV,RED,0.68,0.73,0.705,15401,3761,61.5,2026-08-21,61.68,0.69,,,,70.5,0.04999999999999993,0.07092198581560274,True,False,True,False,['spread_pct 7.1% > 7%'],0.58,0.65,0.615,6318,74,61.5,2026-08-21,61.68,0.61,,,,61.5,0.07000000000000006,0.11382113821138222,True,False,True,False,"['spread $0.070 > $0.05', 'spread_pct 11.4% > 7%']"
F,RED,0.1,0.11,0.105,14282,13639,14,2026-08-21,14.01,0.11,,,,10.5,0.009999999999999995,0.09523809523809519,True,False,True,False,['spread_pct 9.5% > 7%'],0.1,0.11,0.105,10052,12268,14,2026-08-21,14.01,0.13,,,,10.5,0.009999999999999995,0.09523809523809519,True,False,True,False,['spread_pct 9.5% > 7%']
TQQQ,RED,0.85,0.95,0.9,3621,302,70.5,2026-08-21,70.57,0.9,,,,90.0,0.09999999999999998,0.11111111111111108,False,False,True,False,"['premium too high ($90.00)', 'spread $0.100 > $0.05', 'spread_pct 11.1% > 7%']",0.89,0.99,0.94,2557,1108,70.5,2026-08-21,70.57,0.96,,,,94.0,0.09999999999999998,0.10638297872340424,False,False,True,False,"['premium too high ($94.00)', 'spread $0.100 > $0.05', 'spread_pct 10.6% > 7%']"
RIVN,RED,0.19,0.21,0.2,8602,10092,16,2026-08-21,16.02,0.2,,,,20.0,0.01999999999999999,0.09999999999999995,True,False,True,False,['spread_pct 10.0% > 7%'],0.19,0.22,0.205,2712,3712,16,2026-08-21,16.02,0.2,,,,20.5,0.03,0.14634146341463414,True,False,True,False,['spread_pct 14.6% > 7%']
SQQQ,RED,0.43,0.5,0.465,4577,891,39.5,2026-08-21,39.45,0.48,,,,46.5,0.07,0.15053763440860216,True,False,True,False,"['spread $0.070 > $0.05', 'spread_pct 15.1% > 7%']",0.55,0.62,0.585,653,425,39.5,2026-08-21,39.45,0.61,,,,58.5,0.06999999999999995,0.11965811965811958,True,False,True,False,"['spread $0.070 > $0.05', 'spread_pct 12.0% > 7%']"
T,RED,0.23,0.3,0.265,978,27724,25,2026-08-21,25.18,0.3,,,,26.5,0.06999999999999998,0.2641509433962263,True,False,True,False,"['spread $0.070 > $0.05', 'spread_pct 26.4% > 7%']",0.07,0.08,0.075,5722,4412,25,2026-08-21,25.18,0.07,,,,7.5,0.009999999999999995,0.13333333333333328,True,False,True,False,['spread_pct 13.3% > 7%']
GDX,RED,1.02,1.14,1.08,19992,11432,100,2026-08-21,99.81,1.08,,,,108.0,0.11999999999999988,0.111111111111111,False,False,True,False,"['premium too high ($108.00)', 'spread $0.120 > $0.05', 'spread_pct 11.1% > 7%']",1,1.41,1.205,293,26,100,2026-08-21,99.81,1.3,,,,120.5,0.4099999999999999,0.34024896265560156,False,False,False,False,"['premium too high ($120.50)', 'spread $0.410 > $0.05', 'spread_pct 34.0% > 7%', 'low liquidity (OI=26, Vol=293)']"
UVXY,RED,0.21,0.27,0.24,2767,8310,20,2026-08-21,19.83,0.24,,,,24.0,0.060000000000000026,0.2500000000000001,True,False,True,False,"['spread $0.060 > $0.05', 'spread_pct 25.0% > 7%']",0.3,0.38,0.34,2317,4113,20,2026-08-21,19.83,0.31,,,,34.0,0.08000000000000002,0.23529411764705885,True,False,True,False,"['spread $0.080 > $0.05', 'spread_pct 23.5% > 7%']"
BAC,RED,0.23,0.29,0.26,3484,4843,62,2026-08-21,61.915,0.26,,,,26.0,0.05999999999999997,0.23076923076923064,True,False,True,False,"['spread $0.060 > $0.05', 'spread_pct 23.1% > 7%']",0.28,0.38,0.33,3754,2632,62,2026-08-21,61.915,0.34,,,,33.0,0.09999999999999998,0.3030303030303029,True,False,True,False,"['spread $0.100 > $0.05', 'spread_pct 30.3% > 7%']"
PFE,RED,0.07,0.09,0.08,4677,17215,28,2026-08-21,27.82,0.07,,,,8.0,0.01999999999999999,0.24999999999999986,True,False,True,False,['spread_pct 25.0% > 7%'],0.2,0.28,0.24,13057,3605,28,2026-08-21,27.82,0.2,,,,24.0,0.08000000000000002,0.3333333333333334,True,False,True,False,"['spread $0.080 > $0.05', 'spread_pct 33.3% > 7%']"
AAL,RED,0.12,0.15,0.135,1138,759,13.5,2026-08-21,13.53,0.14,,,,13.5,0.03,0.2222222222222222,True,False,True,False,['spread_pct 22.2% > 7%'],0.09,0.13,0.11,3440,3021,13.5,2026-08-21,13.53,0.11,,,,11.0,0.04000000000000001,0.3636363636363637,True,False,True,False,['spread_pct 36.4% > 7%']
OXY,RED,0.19,0.32,0.255,1120,1162,62,2026-08-21,61.52,0.28,,,,25.5,0.13,0.5098039215686274,True,False,True,False,"['spread $0.130 > $0.05', 'spread_pct 51.0% > 7%']",0.68,0.85,0.765,105,4,62,2026-08-21,61.52,0.75,,,,76.5,0.16999999999999993,0.22222222222222213,False,False,False,False,"['premium too high ($76.50)', 'spread $0.170 > $0.05', 'spread_pct 22.2% > 7%', 'low liquidity (OI=4, Vol=105)']"
VXX,RED,0.27,0.39,0.33,1712,2368,19,2026-08-21,19.23,0.32,,,,33.0,0.12,0.3636363636363636,True,False,True,False,"['spread $0.120 > $0.05', 'spread_pct 36.4% > 7%']",0.06,0.09,0.075,2324,5397,19,2026-08-21,19.23,0.08,,,,7.5,0.03,0.4,True,False,True,False,['spread_pct 40.0% > 7%']
VZ,RED,0.33,0.57,0.45,2452,8815,49,2026-08-21,49.23,0.4,,,,45.0,0.23999999999999994,0.5333333333333332,True,False,True,False,"['spread $0.240 > $0.05', 'spread_pct 53.3% > 7%']",0.14,0.18,0.16,421,512,49,2026-08-21,49.23,0.15,,,,16.0,0.03999999999999998,0.24999999999999986,True,False,False,False,"['spread_pct 25.0% > 7%', 'low liquidity (OI=512, Vol=421)']"
VALE,RED,0.24,0.33,0.285,79,992,14,2026-08-21,14.22,0.29,,,,28.499999999999996,0.09000000000000002,0.3157894736842106,True,False,False,False,"['spread $0.090 > $0.05', 'spread_pct 31.6% > 7%', 'low liquidity (OI=992, Vol=79)']",0.03,0.05,0.04,178,4214,14,2026-08-21,14.22,0.05,,,,4.0,0.020000000000000004,0.5000000000000001,False,False,True,False,"['premium too low ($4.00)', 'spread_pct 50.0% > 7%']"
NCLH,RED,0.25,0.48,0.365,299,50,16.5,2026-08-21,16.75,0.33,,,,36.5,0.22999999999999998,0.6301369863013698,True,False,False,False,"['spread $0.230 > $0.05', 'spread_pct 63.0% > 7%', 'low liquidity (OI=50, Vol=299)']",0.07,0.09,0.08,1967,193,16.5,2026-08-21,16.75,0.09,,,,8.0,0.01999999999999999,0.24999999999999986,True,False,True,False,['spread_pct 25.0% > 7%']
CLF,RED,0.31,0.4,0.355,3746,4893,10.5,2026-08-21,10.735,0.34,,,,35.5,0.09000000000000002,0.2535211267605635,True,False,True,False,"['spread $0.090 > $0.05', 'spread_pct 25.4% > 7%']",0.06,0.12,0.09,1789,1546,10.5,2026-08-21,10.735,0.08,,,,9.0,0.06,0.6666666666666666,True,False,True,False,"['spread $0.060 > $0.05', 'spread_pct 66.7% > 7%']"
WBD,RED,0.3,0.4,0.35,834,118794,28,2026-08-21,28.24,0.4,,,,35.0,0.10000000000000003,0.2857142857142858,True,False,True,False,"['spread $0.100 > $0.05', 'spread_pct 28.6% > 7%']",0.05,0.1,0.075,67,8824,28,2026-08-21,28.24,0.09,,,,7.5,0.05,0.6666666666666667,True,False,True,False,['spread_pct 66.7% > 7%']
AGNC,RED,0.03,0.04,0.035,1860,17168,11,2026-08-21,10.924,0.02,,,,3.5000000000000004,0.010000000000000002,0.28571428571428575,False,False,True,False,"['premium too low ($3.50)', 'spread_pct 28.6% > 7%']",0.08,0.18,0.13,321,7040,11,2026-08-21,10.924,0.12,,,,13.0,0.09999999999999999,0.7692307692307692,True,False,True,False,"['spread $0.100 > $0.05', 'spread_pct 76.9% > 7%']"
HL,RED,0.17,0.32,0.245,894,2712,21,2026-08-21,20.83,0.25,,,,24.5,0.15,0.6122448979591837,True,False,True,False,"['spread $0.150 > $0.05', 'spread_pct 61.2% > 7%']",0.31,0.56,0.435,310,35,21,2026-08-21,20.83,0.43,,,,43.5,0.25000000000000006,0.574712643678161,True,False,False,False,"['spread $0.250 > $0.05', 'spread_pct 57.5% > 7%', 'low liquidity (OI=35, Vol=310)']"
CCL,RED,0.12,0.25,0.185,191,0,25.5,2026-08-21,25.39,0.24,,,,18.5,0.13,0.7027027027027027,True,False,False,False,"['spread $0.130 > $0.05', 'spread_pct 70.3% > 7%', 'low liquidity (OI=0, Vol=191)']",0.23,0.43,0.33,1333,1547,25.5,2026-08-21,25.39,0.37,,,,33.0,0.19999999999999998,0.606060606060606,True,False,True,False,"['spread $0.200 > $0.05', 'spread_pct 60.6% > 7%']"
KGC,RED,0.58,0.78,0.68,385,706,31,2026-08-21,31.44,0.62,,,,68.0,0.20000000000000007,0.2941176470588236,True,False,False,False,"['spread $0.200 > $0.05', 'spread_pct 29.4% > 7%', 'low liquidity (OI=706, Vol=385)']",0.13,0.4,0.265,32,274,31,2026-08-21,31.44,0.26,,,,26.5,0.27,1.0188679245283019,True,False,False,False,"['spread $0.270 > $0.05', 'spread_pct 101.9% > 7%', 'low liquidity (OI=274, Vol=32)']"
XLE,RED,0.22,0.3,0.26,3242,14865,64,2026-08-21,63.76,0.26,,,,26.0,0.07999999999999999,0.30769230769230765,True,False,True,False,"['spread $0.080 > $0.05', 'spread_pct 30.8% > 7%']",0.35,1.1,0.725,815,429,64,2026-08-21,63.76,0.47,,,,72.5,0.7500000000000001,1.03448275862069,True,False,True,False,"['spread $0.750 > $0.05', 'spread_pct 103.4% > 7%']"
DAL,RED,0.59,0.89,0.74,184,19,81,2026-08-21,81.08,0.7,,,,74.0,0.30000000000000004,0.4054054054054055,True,False,False,False,"['spread $0.300 > $0.05', 'spread_pct 40.5% > 7%', 'low liquidity (OI=19, Vol=184)']",0.28,0.8,0.54,260,357,81,2026-08-21,81.08,0.6,,,,54.0,0.52,0.9629629629629629,True,False,False,False,"['spread $0.520 > $0.05', 'spread_pct 96.3% > 7%', 'low liquidity (OI=357, Vol=260)']"
AA,RED,0.39,0.82,0.605,57,629,51,2026-08-21,50.55,0.5,,,,60.5,0.42999999999999994,0.7107438016528925,True,False,False,False,"['spread $0.430 > $0.05', 'spread_pct 71.1% > 7%', 'low liquidity (OI=629, Vol=57)']",0.71,1.46,1.085,17,452,51,2026-08-21,50.55,1.41,,,,108.5,0.75,0.6912442396313364,False,False,False,False,"['premium too high ($108.50)', 'spread $0.750 > $0.05', 'spread_pct 69.1% > 7%', 'low liquidity (OI=452, Vol=17)']"
