ticker,color,call_bid,call_ask,call_mid,call_volume,call_openInterest,call_strike,call_expiration,call_underlyingPrice,call_last,call_credits_used,call_credits_remaining,call_error,call_premium_per_contract,call_spread_dollars,call_spread_pct,call_pass_premium,call_pass_spread,call_pass_liquidity,call_overall_pass,call_fail_reasons,put_bid,put_ask,put_mid,put_volume,put_openInterest,put_strike,put_expiration,put_underlyingPrice,put_last,put_credits_used,put_credits_remaining,put_error,put_premium_per_contract,put_spread_dollars,put_spread_pct,put_pass_premium,put_pass_spread,put_pass_liquidity,put_overall_pass,put_fail_reasons
VALE,YELLOW,0.46,0.49,0.475,1066,535,15.5,2026-09-18,15.325,0.47,,,,47.5,0.02999999999999997,0.06315789473684205,True,True,True,True,[],0.57,0.62,0.595,30,0,15.5,2026-09-18,15.325,0.67,,,,59.5,0.050000000000000044,0.08403361344537823,True,False,False,False,"['spread $0.050 > $0.05', 'spread_pct 8.4% > 7%', 'low liquidity (OI=0, Vol=30)']"
F,YELLOW,0.44,0.47,0.455,4794,25176,14,2026-09-18,13.94,0.47,,,,45.5,0.02999999999999997,0.06593406593406587,True,True,True,True,[],0.42,0.47,0.445,795,27779,14,2026-09-18,13.94,0.43,,,,44.5,0.04999999999999999,0.11235955056179772,True,False,True,False,['spread_pct 11.2% > 7%']
SLV,RED,2.68,2.8,2.74,358,5382,62.5,2026-09-18,62.31,2.76,,,,274.0,0.11999999999999966,0.043795620437956075,False,False,True,False,"['premium too high ($274.00)', 'spread $0.120 > $0.05']",2.78,2.88,2.83,28,2020,62.5,2026-09-18,62.31,2.79,,,,283.0,0.10000000000000009,0.035335689045936425,False,False,True,False,"['premium too high ($283.00)', 'spread $0.100 > $0.05']"
GDX,RED,5.1,5.3,5.2,280,1120,106,2026-09-18,105.64,5.1,,,,520.0,0.20000000000000018,0.03846153846153849,False,False,True,False,"['premium too high ($520.00)', 'spread $0.200 > $0.05']",5.25,5.6,5.425,18,7,106,2026-09-18,105.64,5.46,,,,542.5,0.34999999999999964,0.06451612903225801,False,False,False,False,"['premium too high ($542.50)', 'spread $0.350 > $0.05', 'low liquidity (OI=7, Vol=18)']"
BAC,RED,1.16,1.25,1.205,509,10842,62.5,2026-09-18,62.42,1.21,,,,120.5,0.09000000000000008,0.07468879668049799,False,False,True,False,"['premium too high ($120.50)', 'spread $0.090 > $0.05', 'spread_pct 7.5% > 7%']",1.33,1.44,1.385,420,13210,62.5,2026-09-18,62.42,1.4,,,,138.5,0.10999999999999988,0.07942238267148005,False,False,True,False,"['premium too high ($138.50)', 'spread $0.110 > $0.05', 'spread_pct 7.9% > 7%']"
MARA,RED,0.99,1.02,1.005,1235,27531,12,2026-09-18,11.82,1.02,,,,100.49999999999999,0.030000000000000027,0.029850746268656747,False,True,True,False,['premium too high ($100.50)'],1.05,1.19,1.12,190,7963,12,2026-09-18,11.82,1.1,,,,112.00000000000001,0.1399999999999999,0.1249999999999999,False,False,True,False,"['premium too high ($112.00)', 'spread $0.140 > $0.05', 'spread_pct 12.5% > 7%']"
AAL,RED,0.64,0.7,0.67,1384,5747,14,2026-09-18,13.965,0.63,,,,67.0,0.05999999999999994,0.08955223880597006,True,False,True,False,"['spread $0.060 > $0.05', 'spread_pct 9.0% > 7%']",0.62,0.7,0.66,586,13818,14,2026-09-18,13.965,0.66,,,,66.0,0.07999999999999996,0.12121212121212115,True,False,True,False,"['spread $0.080 > $0.05', 'spread_pct 12.1% > 7%']"
SQQQ,RED,2.15,2.45,2.3,143,6,39.5,2026-09-18,39.4,2.36,,,,229.99999999999997,0.30000000000000027,0.1304347826086958,False,False,False,False,"['premium too high ($230.00)', 'spread $0.300 > $0.05', 'spread_pct 13.0% > 7%', 'low liquidity (OI=6, Vol=143)']",2.18,2.37,2.275,9,28,39.5,2026-09-18,39.4,2.24,,,,227.5,0.18999999999999995,0.0835164835164835,False,False,False,False,"['premium too high ($227.50)', 'spread $0.190 > $0.05', 'spread_pct 8.4% > 7%', 'low liquidity (OI=28, Vol=9)']"
EEM,RED,1.44,1.6,1.52,9,2028,67.5,2026-09-18,67.26,1.48,,,,152.0,0.16000000000000014,0.10526315789473693,False,False,True,False,"['premium too high ($152.00)', 'spread $0.160 > $0.05', 'spread_pct 10.5% > 7%']",1.55,1.73,1.64,5,1127,67.5,2026-09-18,67.26,1.68,,,,164.0,0.17999999999999994,0.10975609756097558,False,False,True,False,"['premium too high ($164.00)', 'spread $0.180 > $0.05', 'spread_pct 11.0% > 7%']"
AA,RED,2.6,3,2.8,6,10,51,2026-09-18,51.25,2.85,,,,280.0,0.3999999999999999,0.14285714285714282,False,False,False,False,"['premium too high ($280.00)', 'spread $0.400 > $0.05', 'spread_pct 14.3% > 7%', 'low liquidity (OI=10, Vol=6)']",2.26,2.45,2.355,5,1,51,2026-09-18,51.25,2.45,,,,235.5,0.1900000000000004,0.08067940552017001,False,False,False,False,"['premium too high ($235.50)', 'spread $0.190 > $0.05', 'spread_pct 8.1% > 7%', 'low liquidity (OI=1, Vol=5)']"
