ticker,color,call_bid,call_ask,call_mid,call_volume,call_openInterest,call_strike,call_expiration,call_underlyingPrice,call_last,call_credits_used,call_credits_remaining,call_error,call_premium_per_contract,call_spread_dollars,call_spread_pct,call_pass_premium,call_pass_spread,call_pass_liquidity,call_overall_pass,call_fail_reasons,put_bid,put_ask,put_mid,put_volume,put_openInterest,put_strike,put_expiration,put_underlyingPrice,put_last,put_credits_used,put_credits_remaining,put_error,put_premium_per_contract,put_spread_dollars,put_spread_pct,put_pass_premium,put_pass_spread,put_pass_liquidity,put_overall_pass,put_fail_reasons
IBIT,YELLOW,0.62,0.64,0.63,14113,1716,36.5,2026-07-31,36.35,0.63,,,,63.0,0.020000000000000018,0.03174603174603177,True,True,True,True,[],0.75,0.77,0.76,1743,7763,36.5,2026-07-31,36.35,0.76,,,,76.0,0.020000000000000018,0.026315789473684233,False,True,True,False,['premium too high ($76.00)']
PFE,YELLOW,0.69,0.73,0.71,1189,128,24.5,2026-08-21,24.55,0.75,,,,71.0,0.040000000000000036,0.056338028169014134,True,True,True,True,[],0.57,0.62,0.595,299,1317,24.5,2026-08-21,24.55,0.6,,,,59.5,0.050000000000000044,0.08403361344537823,True,False,True,False,"['spread $0.050 > $0.05', 'spread_pct 8.4% > 7%']"
SOFI,RED,1.2,1.25,1.225,391,707,16.5,2026-08-21,16.45,1.23,,,,122.50000000000001,0.050000000000000044,0.040816326530612276,False,False,False,False,"['premium too high ($122.50)', 'spread $0.050 > $0.05', 'low liquidity (OI=707, Vol=391)']",1.18,1.23,1.205,421,1040,16.5,2026-08-21,16.45,1.2,,,,120.5,0.050000000000000044,0.04149377593360999,False,False,True,False,"['premium too high ($120.50)', 'spread $0.050 > $0.05']"
MARA,RED,1.36,1.42,1.39,287,5637,12,2026-08-21,12.15,1.4,,,,139.0,0.05999999999999983,0.043165467625899165,False,False,True,False,"['premium too high ($139.00)', 'spread $0.060 > $0.05']",1.2,1.25,1.225,215,3253,12,2026-08-21,12.15,1.23,,,,122.50000000000001,0.050000000000000044,0.040816326530612276,False,False,True,False,"['premium too high ($122.50)', 'spread $0.050 > $0.05']"
SLV,RED,2.5,2.63,2.565,733,504,52.5,2026-08-21,52.55,2.61,,,,256.5,0.1299999999999999,0.05068226120857696,False,False,True,False,"['premium too high ($256.50)', 'spread $0.130 > $0.05']",2.32,2.43,2.375,14,327,52.5,2026-08-21,52.55,2.24,,,,237.5,0.11000000000000032,0.046315789473684345,False,False,False,False,"['premium too high ($237.50)', 'spread $0.110 > $0.05', 'low liquidity (OI=327, Vol=14)']"
GDX,RED,3.6,3.8,3.7,323,4735,75,2026-08-21,75.28,3.7,,,,370.0,0.19999999999999973,0.05405405405405398,False,False,True,False,"['premium too high ($370.00)', 'spread $0.200 > $0.05']",3.2,3.35,3.275,103,11661,75,2026-08-21,75.28,3.25,,,,327.5,0.1499999999999999,0.045801526717557224,False,False,True,False,"['premium too high ($327.50)', 'spread $0.150 > $0.05']"
F,RED,0.55,0.59,0.57,220,2390,14.5,2026-08-21,14.36,0.55,,,,56.99999999999999,0.039999999999999925,0.0701754385964911,True,False,True,False,['spread_pct 7.0% > 7%'],0.8,0.84,0.82,59,594,14.5,2026-08-21,14.36,0.85,,,,82.0,0.039999999999999925,0.04878048780487796,False,True,False,False,"['premium too high ($82.00)', 'low liquidity (OI=594, Vol=59)']"
BAC,RED,1.56,1.64,1.6,322,7240,62,2026-08-21,62.045,1.61,,,,160.0,0.07999999999999985,0.049999999999999906,False,False,True,False,"['premium too high ($160.00)', 'spread $0.080 > $0.05']",1.37,1.47,1.42,113,428,62,2026-08-21,62.045,1.44,,,,142.0,0.09999999999999987,0.07042253521126751,False,False,False,False,"['premium too high ($142.00)', 'spread $0.100 > $0.05', 'spread_pct 7.0% > 7%', 'low liquidity (OI=428, Vol=113)']"
TQQQ,RED,5.2,5.5,5.35,91,18,64,2026-08-21,64.01,5.37,,,,535.0,0.2999999999999998,0.05607476635514016,False,False,False,False,"['premium too high ($535.00)', 'spread $0.300 > $0.05', 'low liquidity (OI=18, Vol=91)']",5.2,5.55,5.375,362,165,64,2026-08-21,64.01,5.36,,,,537.5,0.34999999999999964,0.06511627906976737,False,False,False,False,"['premium too high ($537.50)', 'spread $0.350 > $0.05', 'low liquidity (OI=165, Vol=362)']"
AA,RED,2.42,2.56,2.49,60,263,44.5,2026-08-21,44.255,2.48,,,,249.00000000000003,0.14000000000000012,0.05622489959839362,False,False,False,False,"['premium too high ($249.00)', 'spread $0.140 > $0.05', 'low liquidity (OI=263, Vol=60)']",2.66,2.85,2.755,108,1,44.5,2026-08-21,44.255,2.48,,,,275.5,0.18999999999999995,0.0689655172413793,False,False,False,False,"['premium too high ($275.50)', 'spread $0.190 > $0.05', 'low liquidity (OI=1, Vol=108)']"
DAL,RED,3.45,3.75,3.6,151,1008,85,2026-08-21,85.05,3.75,,,,360.0,0.2999999999999998,0.08333333333333329,False,False,True,False,"['premium too high ($360.00)', 'spread $0.300 > $0.05', 'spread_pct 8.3% > 7%']",3.3,3.45,3.375,11,760,85,2026-08-21,85.05,3.3,,,,337.5,0.15000000000000036,0.04444444444444455,False,False,False,False,"['premium too high ($337.50)', 'spread $0.150 > $0.05', 'low liquidity (OI=760, Vol=11)']"
RIVN,RED,1.21,1.31,1.26,360,1476,16,2026-08-21,15.86,1.31,,,,126.0,0.10000000000000009,0.07936507936507943,False,False,True,False,"['premium too high ($126.00)', 'spread $0.100 > $0.05', 'spread_pct 7.9% > 7%']",1.34,1.41,1.375,498,2811,16,2026-08-21,15.86,1.38,,,,137.5,0.06999999999999984,0.05090909090909079,False,False,True,False,"['premium too high ($137.50)', 'spread $0.070 > $0.05']"
OXY,RED,2.52,2.59,2.555,41,4955,57.5,2026-08-21,57.29,2.46,,,,255.50000000000003,0.06999999999999984,0.02739726027397254,False,False,True,False,"['premium too high ($255.50)', 'spread $0.070 > $0.05']",2.45,2.84,2.645,59,2651,57.5,2026-08-21,57.29,2.53,,,,264.5,0.3899999999999997,0.14744801512287323,False,False,True,False,"['premium too high ($264.50)', 'spread $0.390 > $0.05', 'spread_pct 14.7% > 7%']"
