ticker,color,call_bid,call_ask,call_mid,call_volume,call_openInterest,call_strike,call_expiration,call_underlyingPrice,call_last,call_credits_used,call_credits_remaining,call_error,call_premium_per_contract,call_spread_dollars,call_spread_pct,call_pass_premium,call_pass_spread,call_pass_liquidity,call_overall_pass,call_fail_reasons,put_bid,put_ask,put_mid,put_volume,put_openInterest,put_strike,put_expiration,put_underlyingPrice,put_last,put_credits_used,put_credits_remaining,put_error,put_premium_per_contract,put_spread_dollars,put_spread_pct,put_pass_premium,put_pass_spread,put_pass_liquidity,put_overall_pass,put_fail_reasons
TLT,GREEN,0.72,0.74,0.73,4868,124,85.5,2026-07-17,85.52,0.76,,,,73.0,0.020000000000000018,0.02739726027397263,True,True,True,True,[],0.54,0.56,0.55,734,1708,85.5,2026-07-17,85.52,0.52,,,,55.00000000000001,0.020000000000000018,0.03636363636363639,True,True,True,True,[]
F,GREEN,0.48,0.51,0.495,472,551,13.5,2026-07-17,13.655,0.53,,,,49.5,0.030000000000000027,0.06060606060606066,True,True,False,True,"['low liquidity (OI=551, Vol=472)']",0.3,0.32,0.31,1230,3908,13.5,2026-07-17,13.655,0.31,,,,31.0,0.020000000000000018,0.06451612903225812,True,True,True,True,[]
VALE,YELLOW,0.36,0.38,0.37,185,2534,15,2026-07-17,14.93,0.4,,,,37.0,0.020000000000000018,0.054054054054054106,True,True,True,True,[],0.41,0.44,0.425,49,7153,15,2026-07-17,14.93,0.4,,,,42.5,0.030000000000000027,0.07058823529411772,True,False,True,False,['spread_pct 7.1% > 7%']
NU,YELLOW,0.35,0.38,0.365,290,2402,13.5,2026-07-17,13.36,0.38,,,,36.5,0.030000000000000027,0.08219178082191789,True,False,True,False,['spread_pct 8.2% > 7%'],0.46,0.48,0.47,356,188,13.5,2026-07-17,13.36,0.44,,,,47.0,0.019999999999999962,0.042553191489361625,True,True,False,True,"['low liquidity (OI=188, Vol=356)']"
ETHA,YELLOW,0.62,0.7,0.66,127,4678,12,2026-07-17,12.19,0.67,,,,66.0,0.07999999999999996,0.12121212121212115,True,False,True,False,"['spread $0.080 > $0.05', 'spread_pct 12.1% > 7%']",0.43,0.45,0.44,753,35118,12,2026-07-17,12.19,0.45,,,,44.0,0.020000000000000018,0.0454545454545455,True,True,True,True,[]
IBIT,RED,1.14,1.19,1.165,2229,3346,34,2026-07-17,33.92,1.19,,,,116.5,0.050000000000000044,0.04291845493562235,False,False,True,False,"['premium too high ($116.50)', 'spread $0.050 > $0.05']",1.13,1.16,1.145,1860,40634,34,2026-07-17,33.92,1.15,,,,114.5,0.030000000000000027,0.026200873362445438,False,True,True,False,['premium too high ($114.50)']
BAC,RED,1.61,1.67,1.64,422,1668,58,2026-07-17,58.385,1.62,,,,164.0,0.05999999999999983,0.03658536585365844,False,False,True,False,"['premium too high ($164.00)', 'spread $0.060 > $0.05']",1.11,1.19,1.15,328,1504,58,2026-07-17,58.385,1.17,,,,114.99999999999999,0.07999999999999985,0.06956521739130422,False,False,True,False,"['premium too high ($115.00)', 'spread $0.080 > $0.05']"
RIVN,RED,1.02,1.09,1.055,915,7618,17,2026-07-17,17.17,1.09,,,,105.5,0.07000000000000006,0.066350710900474,False,False,True,False,"['premium too high ($105.50)', 'spread $0.070 > $0.05']",0.81,0.85,0.83,315,1950,17,2026-07-17,17.17,0.82,,,,83.0,0.039999999999999925,0.04819277108433726,False,True,True,False,['premium too high ($83.00)']
SLV,RED,2.01,2.11,2.06,144,2701,53.5,2026-07-17,53.58,2.1,,,,206.0,0.10000000000000009,0.04854368932038839,False,False,True,False,"['premium too high ($206.00)', 'spread $0.100 > $0.05']",1.93,2.07,2,17,1525,53.5,2026-07-17,53.58,1.6,,,,200,0.1399999999999999,0.06999999999999995,False,False,True,False,"['premium too high ($200.00)', 'spread $0.140 > $0.05']"
MARA,RED,0.93,0.98,0.955,1052,336,13.5,2026-07-17,13.39,0.96,,,,95.5,0.04999999999999993,0.05235602094240831,False,True,True,False,['premium too high ($95.50)'],1.01,1.08,1.045,127,448,13.5,2026-07-17,13.39,0.96,,,,104.5,0.07000000000000006,0.06698564593301441,False,False,False,False,"['premium too high ($104.50)', 'spread $0.070 > $0.05', 'low liquidity (OI=448, Vol=127)']"
