ticker,color,call_bid,call_ask,call_mid,call_volume,call_openInterest,call_strike,call_expiration,call_underlyingPrice,call_last,call_credits_used,call_credits_remaining,call_error,call_premium_per_contract,call_spread_dollars,call_spread_pct,call_pass_premium,call_pass_spread,call_pass_liquidity,call_overall_pass,call_fail_reasons,put_bid,put_ask,put_mid,put_volume,put_openInterest,put_strike,put_expiration,put_underlyingPrice,put_last,put_credits_used,put_credits_remaining,put_error,put_premium_per_contract,put_spread_dollars,put_spread_pct,put_pass_premium,put_pass_spread,put_pass_liquidity,put_overall_pass,put_fail_reasons
SOFI,YELLOW,0.78,0.8,0.79,2486,16845,18,2026-09-18,18.215,0.8,,,,79.0,0.020000000000000018,0.025316455696202552,False,True,True,False,['premium too high ($79.00)'],0.54,0.55,0.545,2322,18824,18,2026-09-18,18.215,0.53,,,,54.50000000000001,0.010000000000000009,0.018348623853211024,True,True,True,True,[]
MARA,YELLOW,0.62,0.65,0.635,732,3318,11.5,2026-09-18,11.31,0.64,,,,63.5,0.030000000000000027,0.04724409448818902,True,True,True,True,[],0.79,0.85,0.82,2989,1981,11.5,2026-09-18,11.31,0.84,,,,82.0,0.05999999999999994,0.07317073170731701,False,False,True,False,"['premium too high ($82.00)', 'spread $0.060 > $0.05', 'spread_pct 7.3% > 7%']"
AAL,YELLOW,0.48,0.56,0.52,224,8663,13,2026-09-18,13.12,0.54,,,,52.0,0.08000000000000007,0.15384615384615397,True,False,True,False,"['spread $0.080 > $0.05', 'spread_pct 15.4% > 7%']",0.36,0.37,0.365,676,11301,13,2026-09-18,13.12,0.37,,,,36.5,0.010000000000000009,0.02739726027397263,True,True,True,True,[]
SLV,RED,1.72,1.77,1.745,6105,35831,60,2026-09-18,59.82,1.74,,,,174.5,0.050000000000000044,0.02865329512893985,False,False,True,False,"['premium too high ($174.50)', 'spread $0.050 > $0.05']",1.84,1.91,1.875,2607,17307,60,2026-09-18,59.82,1.88,,,,187.5,0.06999999999999984,0.037333333333333246,False,False,True,False,"['premium too high ($187.50)', 'spread $0.070 > $0.05']"
TQQQ,RED,2.76,3,2.88,368,2888,72,2026-09-18,72.19,2.9,,,,288.0,0.2400000000000002,0.08333333333333341,False,False,True,False,"['premium too high ($288.00)', 'spread $0.240 > $0.05', 'spread_pct 8.3% > 7%']",2.4,2.5,2.45,455,878,72,2026-09-18,72.19,2.46,,,,245.00000000000003,0.10000000000000009,0.040816326530612276,False,False,False,False,"['premium too high ($245.00)', 'spread $0.100 > $0.05', 'low liquidity (OI=878, Vol=455)']"
GDX,RED,3.45,3.75,3.6,213,556,99,2026-09-18,99.32,3.7,,,,360.0,0.2999999999999998,0.08333333333333329,False,False,False,False,"['premium too high ($360.00)', 'spread $0.300 > $0.05', 'spread_pct 8.3% > 7%', 'low liquidity (OI=556, Vol=213)']",3.05,3.25,3.15,341,6327,99,2026-09-18,99.32,3.13,,,,315.0,0.20000000000000018,0.06349206349206354,False,False,True,False,"['premium too high ($315.00)', 'spread $0.200 > $0.05']"
OXY,RED,1.28,1.39,1.335,464,13017,60,2026-09-18,60.05,1.35,,,,133.5,0.10999999999999988,0.08239700374531826,False,False,True,False,"['premium too high ($133.50)', 'spread $0.110 > $0.05', 'spread_pct 8.2% > 7%']",1.39,1.52,1.455,306,6344,60,2026-09-18,60.05,1.49,,,,145.5,0.13000000000000012,0.08934707903780076,False,False,True,False,"['premium too high ($145.50)', 'spread $0.130 > $0.05', 'spread_pct 8.9% > 7%']"
BAC,RED,1.11,1.2,1.155,1349,11387,62.5,2026-09-18,62.68,1.15,,,,115.5,0.08999999999999986,0.0779220779220778,False,False,True,False,"['premium too high ($115.50)', 'spread $0.090 > $0.05', 'spread_pct 7.8% > 7%']",0.86,0.95,0.905,605,12237,62.5,2026-09-18,62.68,0.87,,,,90.5,0.08999999999999997,0.09944751381215466,False,False,True,False,"['premium too high ($90.50)', 'spread $0.090 > $0.05', 'spread_pct 9.9% > 7%']"
AA,RED,1.75,1.95,1.85,116,3129,50,2026-09-18,49.97,1.89,,,,185.0,0.19999999999999996,0.10810810810810807,False,False,True,False,"['premium too high ($185.00)', 'spread $0.200 > $0.05', 'spread_pct 10.8% > 7%']",1.7,1.89,1.795,125,1531,50,2026-09-18,49.97,1.77,,,,179.5,0.18999999999999995,0.10584958217270192,False,False,True,False,"['premium too high ($179.50)', 'spread $0.190 > $0.05', 'spread_pct 10.6% > 7%']"
RIOT,RED,1.2,1.31,1.255,573,9414,22,2026-09-18,21.79,1.28,,,,125.49999999999999,0.1100000000000001,0.08764940239043834,False,False,True,False,"['premium too high ($125.50)', 'spread $0.110 > $0.05', 'spread_pct 8.8% > 7%']",1.4,1.61,1.505,165,4806,22,2026-09-18,21.79,1.53,,,,150.5,0.2100000000000002,0.13953488372093037,False,False,True,False,"['premium too high ($150.50)', 'spread $0.210 > $0.05', 'spread_pct 14.0% > 7%']"
