ticker,color,call_bid,call_ask,call_mid,call_volume,call_openInterest,call_strike,call_expiration,call_underlyingPrice,call_last,call_credits_used,call_credits_remaining,call_error,call_premium_per_contract,call_spread_dollars,call_spread_pct,call_pass_premium,call_pass_spread,call_pass_liquidity,call_overall_pass,call_fail_reasons,put_bid,put_ask,put_mid,put_volume,put_openInterest,put_strike,put_expiration,put_underlyingPrice,put_last,put_credits_used,put_credits_remaining,put_error,put_premium_per_contract,put_spread_dollars,put_spread_pct,put_pass_premium,put_pass_spread,put_pass_liquidity,put_overall_pass,put_fail_reasons
TLT,GREEN,0.45,0.46,0.455,5766,89750,86,2026-06-18,85.97,0.44,,,,45.5,0.010000000000000009,0.021978021978021997,True,True,True,True,[],0.43,0.45,0.44,5178,29472,86,2026-06-18,85.97,0.43,,,,44.0,0.020000000000000018,0.0454545454545455,True,True,True,True,[]
AAL,GREEN,0.55,0.57,0.56,1798,3556,14.5,2026-06-18,14.65,0.55,,,,56.00000000000001,0.019999999999999907,0.035714285714285546,True,True,True,True,[],0.4,0.42,0.41,196,1544,14.5,2026-06-18,14.65,0.42,,,,41.0,0.019999999999999962,0.04878048780487796,True,True,True,True,[]
SOFI,GREEN,0.66,0.69,0.675,4777,7123,16.5,2026-06-18,16.67,0.66,,,,67.5,0.029999999999999916,0.044444444444444314,True,True,True,True,[],0.48,0.5,0.49,1201,5107,16.5,2026-06-18,16.67,0.49,,,,49.0,0.020000000000000018,0.04081632653061228,True,True,True,True,[]
MARA,GREEN,0.72,0.75,0.735,16285,6809,13.5,2026-06-18,13.61,0.73,,,,73.5,0.030000000000000027,0.04081632653061228,True,True,True,True,[],0.6,0.64,0.62,216,1585,13.5,2026-06-18,13.61,0.61,,,,62.0,0.040000000000000036,0.06451612903225812,True,True,True,True,[]
F,YELLOW,0.48,0.5,0.49,2017,9235,14.5,2026-06-18,14.715,0.49,,,,49.0,0.020000000000000018,0.04081632653061228,True,True,True,True,[],0.25,0.27,0.26,254,3742,14.5,2026-06-18,14.715,0.25,,,,26.0,0.020000000000000018,0.07692307692307698,True,False,True,False,['spread_pct 7.7% > 7%']
HL,YELLOW,0.56,0.59,0.575,661,2496,15,2026-06-18,14.96,0.57,,,,57.49999999999999,0.029999999999999916,0.05217391304347812,True,True,True,True,[],0.56,0.62,0.59,132,5287,15,2026-06-18,14.96,0.64,,,,59.0,0.05999999999999994,0.1016949152542372,True,False,True,False,"['spread $0.060 > $0.05', 'spread_pct 10.2% > 7%']"
KHC,YELLOW,0.49,0.52,0.505,169,2120,24,2026-06-18,24.205,0.5,,,,50.5,0.030000000000000027,0.05940594059405946,True,True,True,True,[],0.22,0.32,0.27,56,438,24,2026-06-18,24.205,0.28,,,,27.0,0.1,0.37037037037037035,True,False,False,False,"['spread $0.100 > $0.05', 'spread_pct 37.0% > 7%', 'low liquidity (OI=438, Vol=56)']"
SLV,RED,1.78,1.9,1.84,1465,2917,61,2026-06-18,60.82,1.81,,,,184.0,0.11999999999999988,0.06521739130434775,False,False,True,False,"['premium too high ($184.00)', 'spread $0.120 > $0.05']",1.85,1.96,1.905,210,4149,61,2026-06-18,60.82,1.9,,,,190.5,0.10999999999999988,0.05774278215223091,False,False,True,False,"['premium too high ($190.50)', 'spread $0.110 > $0.05']"
AG,RED,0.67,0.72,0.695,345,863,17,2026-06-18,16.91,0.67,,,,69.5,0.04999999999999993,0.07194244604316538,True,False,False,False,"['spread_pct 7.2% > 7%', 'low liquidity (OI=863, Vol=345)']",0.75,0.8,0.775,157,9461,17,2026-06-18,16.91,0.75,,,,77.5,0.050000000000000044,0.06451612903225812,False,False,True,False,"['premium too high ($77.50)', 'spread $0.050 > $0.05']"
OXY,RED,1.48,1.58,1.53,75,6435,55,2026-06-18,55.48,1.56,,,,153.0,0.10000000000000009,0.06535947712418307,False,False,True,False,"['premium too high ($153.00)', 'spread $0.100 > $0.05']",0.94,1.01,0.975,306,9936,55,2026-06-18,55.48,0.97,,,,97.5,0.07000000000000006,0.07179487179487186,False,False,True,False,"['premium too high ($97.50)', 'spread $0.070 > $0.05', 'spread_pct 7.2% > 7%']"
RIOT,RED,1.33,1.43,1.38,740,3067,26,2026-06-18,26.21,1.44,,,,138.0,0.09999999999999987,0.07246376811594193,False,False,True,False,"['premium too high ($138.00)', 'spread $0.100 > $0.05', 'spread_pct 7.2% > 7%']",1.19,1.27,1.23,105,954,26,2026-06-18,26.21,1.25,,,,123.0,0.08000000000000007,0.06504065040650413,False,False,False,False,"['premium too high ($123.00)', 'spread $0.080 > $0.05', 'low liquidity (OI=954, Vol=105)']"
CLSK,RED,0.91,0.96,0.935,3578,11875,16,2026-06-18,16.15,0.95,,,,93.5,0.04999999999999993,0.05347593582887693,False,True,True,False,['premium too high ($93.50)'],0.72,0.79,0.755,46,1173,16,2026-06-18,16.15,0.8,,,,75.5,0.07000000000000006,0.09271523178807956,False,False,True,False,"['premium too high ($75.50)', 'spread $0.070 > $0.05', 'spread_pct 9.3% > 7%']"
PINS,RED,0.66,0.71,0.685,92,714,21.5,2026-06-18,21.51,0.67,,,,68.5,0.04999999999999993,0.0729927007299269,True,False,False,False,"['spread_pct 7.3% > 7%', 'low liquidity (OI=714, Vol=92)']",0.63,0.68,0.655,73,708,21.5,2026-06-18,21.51,0.79,,,,65.5,0.050000000000000044,0.07633587786259549,True,False,False,False,"['spread $0.050 > $0.05', 'spread_pct 7.6% > 7%', 'low liquidity (OI=708, Vol=73)']"
DKNG,RED,0.89,0.95,0.92,5744,32108,30,2026-06-18,30.005,0.92,,,,92.0,0.05999999999999994,0.06521739130434775,False,False,True,False,"['premium too high ($92.00)', 'spread $0.060 > $0.05']",0.84,0.92,0.88,120,2608,30,2026-06-18,30.005,0.9,,,,88.0,0.08000000000000007,0.090909090909091,False,False,True,False,"['premium too high ($88.00)', 'spread $0.080 > $0.05', 'spread_pct 9.1% > 7%']"
JD,RED,0.6,0.65,0.625,398,6231,28,2026-06-18,28.055,0.62,,,,62.5,0.050000000000000044,0.08000000000000007,True,False,True,False,"['spread $0.050 > $0.05', 'spread_pct 8.0% > 7%']",0.5,0.54,0.52,207,10257,28,2026-06-18,28.055,0.52,,,,52.0,0.040000000000000036,0.07692307692307698,True,False,True,False,['spread_pct 7.7% > 7%']
